date,rainfall_mm,soil_moisture_percent,humidity_percent,river_level_m,temperature_c,flood_risk
2022-07-22,60.16,36.6,91.37,3.22,31.72,1
2026-08-13,28.57,12.06,89.34,8.61,25.21,1
2023-09-10,51.26,13.82,61.36,6.36,24.57,0
2023-05-20,91.69,15.95,74.14,9.04,26.54,1
2024-09-27,60.2,26.69,89.62,3.08,25.99,1
2021-05-06,68.54,33.98,81.7,8.96,25.84,1
2022-04-24,68.33,19.04,100.0,6.03,27.45,1
2024-09-27,60.2,26.69,89.62,3.08,25.99,1
2022-08-29,24.63,45.99,95.78,4.76,21.23,1
2020-04-06,81.33,33.56,88.42,3.17,30.46,1
2020-12-07,16.84,24.78,69.95,3.71,30.93,0
2025-02-28,34.43,33.31,77.82,5.19,17.38,0
2026-06-17,2.73,48.06,92.46,3.35,25.02,1
2025-10-14,22.68,47.97,73.23,4.39,24.6,0
2025-10-15,18.03,21.47,77.49,7.38,31.37,0
2025-05-14,9.06,34.02,90.25,2.93,23.09,0
2025-03-24,89.55,27.19,97.41,8.34,21.84,1
2020-11-21,17.7,31.49,86.79,3.07,26.57,0
2022-05-26,32.81,21.48,86.13,3.81,19.04,0
2020-02-10,44.27,44.52,91.06,9.2,29.37,1
2025-08-18,4.8,45.94,88.76,5.21,24.94,1
2020-09-03,76.73,6.8,89.36,4.93,27.05,1
2023-06-15,9.47,30.95,55.94,3.28,29.76,0
2025-02-10,64.94,38.09,95.46,3.92,29.22,1
2024-05-23,204.15,48.69,90.15,8.81,28.71,1
2025-02-24,99.83,31.82,81.84,9.06,32.12,1
2026-02-24,8.32,19.03,68.49,6.77,35.33,0
2026-01-11,83.81,46.81,74.47,3.62,28.66,1
2026-05-14,15.96,12.74,76.68,5.19,30.67,0
2025-06-28,32.44,42.55,63.2,1.51,18.61,0
2024-04-06,31.3,26.67,80.57,4.56,29.82,0
2022-03-26,7.36,24.39,71.05,2.21,26.91,0
2022-04-18,6.36,43.63,83.6,2.1,29.48,0
2020-02-27,19.18,41.93,53.95,1.23,35.31,0
2022-11-27,70.49,45.4,69.79,4.67,35.95,1
2026-02-08,36.41,50.64,100.0,5.56,32.18,1
2025-07-17,18.66,33.97,74.29,6.73,23.48,0
2020-04-06,81.33,33.56,88.42,3.17,30.46,1
2024-10-31,79.8,34.36,72.24,9.26,27.06,1
2024-11-23,9.47,53.25,72.32,6.0,28.18,0
2026-01-08,72.13,27.77,68.73,8.15,25.03,1
2026-03-25,20.59,46.73,57.32,3.52,20.25,0
2023-04-10,4.77,23.96,79.49,4.24,27.06,0
2022-11-07,22.49,20.02,71.38,7.71,24.69,0
2020-09-03,76.73,6.8,89.36,4.93,27.05,1
2024-02-23,85.52,52.02,68.16,5.26,22.64,1
2020-02-19,32.57,48.21,95.6,6.16,29.38,1
2025-03-24,89.55,27.19,97.41,8.34,21.84,1
2024-01-03,31.19,33.06,65.29,6.18,31.02,0
2024-09-27,60.2,26.69,89.62,3.08,25.99,1
2022-03-17,20.96,22.28,77.18,4.82,29.96,0
2022-04-24,68.33,19.04,100.0,6.03,27.45,1
2021-09-30,106.4,24.96,64.7,9.17,26.02,1
2021-08-25,62.38,34.36,85.73,5.9,36.09,1
2021-09-14,50.73,52.76,86.04,5.08,33.53,1
2020-10-25,20.65,30.85,86.78,1.04,21.5,0
2022-06-24,71.51,26.55,88.6,5.33,26.17,1
2021-03-21,39.05,9.14,87.74,5.99,27.8,0
2021-09-14,50.73,52.76,86.04,5.08,33.53,1
2026-09-24,40.14,15.98,73.38,4.96,27.02,0
2026-09-26,80.64,29.78,70.2,10.7,21.11,1
2025-12-27,28.79,34.61,87.02,1.23,25.31,0
2024-02-15,69.14,15.73,87.66,3.63,28.47,1
2022-01-29,6.77,43.63,68.62,4.15,17.66,0
2022-09-30,6.06,22.51,90.02,3.07,24.99,0
2021-05-06,68.54,33.98,81.7,8.96,25.84,1
2026-07-13,56.86,41.63,70.95,3.7,24.0,0
2022-11-09,59.72,24.67,81.75,4.15,28.79,0
2026-07-05,14.68,32.88,93.05,9.45,31.17,1
2025-01-25,19.89,30.72,68.52,4.51,24.94,0
2021-12-30,111.02,22.61,98.18,5.7,21.1,1
2020-12-06,26.41,31.47,62.14,5.29,31.04,0
2021-07-06,78.61,20.06,86.89,9.27,27.78,1
2023-12-20,14.75,36.23,59.48,3.12,22.65,0
2024-12-17,11.12,20.74,67.93,4.07,35.33,0
2023-02-18,6.95,23.59,77.63,2.39,24.9,0
2025-03-27,74.31,11.0,89.15,5.45,29.2,1
2020-12-22,12.6,36.32,72.51,5.34,25.71,0
2020-06-02,58.43,24.24,71.41,2.4,28.05,0
2021-12-25,12.66,25.33,83.1,5.31,21.78,0
2024-12-15,46.25,31.39,89.2,11.68,26.1,1
2023-03-11,8.8,19.53,75.91,4.0,18.85,0
2022-06-11,26.21,30.34,88.11,6.64,21.67,0
2022-10-17,13.5,25.08,62.07,3.5,27.43,0
2026-10-28,21.71,50.49,85.3,3.24,29.98,1
2024-04-18,24.0,30.87,85.48,4.85,31.07,0
2026-05-08,9.27,34.76,82.5,1.57,18.64,0
2024-06-24,26.69,45.79,71.75,9.07,29.64,1
2021-11-26,15.68,20.71,75.13,5.17,27.35,0
2022-11-23,25.12,22.76,77.35,1.97,25.26,0
2020-03-06,23.59,8.28,86.91,6.74,25.85,0
2020-10-24,12.11,32.41,82.08,1.17,29.07,0
2026-06-02,15.23,16.5,69.1,5.12,35.71,0
2024-05-24,75.48,30.35,86.46,7.83,25.99,1
2025-06-05,26.41,45.51,78.42,6.54,24.73,0
2020-12-17,66.6,39.68,78.97,8.76,30.2,1
2021-04-27,35.8,45.98,92.45,6.56,23.2,1
2023-06-17,31.71,5.0,97.11,3.64,31.79,0
2025-09-28,59.68,9.5,75.64,1.54,25.22,0
2020-01-25,42.2,38.73,85.5,5.96,32.36,0
2022-08-29,24.63,45.99,95.78,4.76,21.23,1
2025-04-10,67.88,14.93,72.18,10.24,23.43,1
2021-04-14,63.43,60.0,96.25,3.86,30.14,1
2022-03-11,67.82,34.76,76.91,6.39,28.6,0
2022-07-09,19.06,33.2,84.76,3.7,37.44,0
2021-07-06,78.61,20.06,86.89,9.27,27.78,1
2022-09-16,71.02,36.27,67.6,7.97,31.6,0
2026-05-22,3.81,48.46,89.14,2.05,28.99,1
2024-02-15,69.14,15.73,87.66,3.63,28.47,1
2020-12-17,66.6,39.68,78.97,8.76,30.2,1
2023-12-29,65.12,22.03,79.17,8.63,29.2,1
2020-02-15,69.19,24.16,86.8,0.0,18.75,1
2021-05-06,68.54,33.98,81.7,8.96,25.84,1
2021-02-05,7.76,28.57,59.43,5.25,26.44,0
2024-05-23,204.15,48.69,90.15,8.81,28.71,1
2023-10-26,136.63,36.44,69.02,10.12,21.46,1
2021-07-06,78.61,20.06,86.89,9.27,27.78,1
2026-08-11,89.06,43.0,65.28,7.36,31.4,0
2025-03-28,82.68,28.72,93.42,4.23,21.44,1
2022-09-14,36.26,14.81,88.45,6.66,20.54,0
2025-03-27,74.31,11.0,89.15,5.45,29.2,1
2026-10-24,40.02,29.65,93.48,6.04,31.75,0
2022-04-21,58.29,45.89,82.25,8.7,20.89,1
2020-07-27,24.64,22.09,72.43,5.33,38.89,0
2025-06-11,101.4,46.92,57.99,5.41,30.08,1
2023-10-28,35.54,12.48,81.13,4.78,32.24,0
2021-10-26,62.53,35.56,89.93,7.41,24.67,1
2026-04-01,72.74,34.42,94.24,3.84,26.32,1
2021-11-21,93.8,24.86,72.0,8.25,35.35,1
2025-07-31,110.61,44.75,66.03,6.58,28.58,0
2022-09-13,40.56,41.96,71.23,5.14,23.7,0
2022-10-08,13.64,39.52,97.54,8.01,34.35,1
2021-08-16,16.76,25.64,69.95,3.37,27.44,0
2025-05-09,12.34,26.67,83.26,3.29,27.34,0
2025-08-15,155.07,32.45,91.06,8.02,33.28,1
2025-02-24,99.83,31.82,81.84,9.06,32.12,1
2020-04-11,33.88,34.25,88.1,8.76,24.53,1
2023-06-19,16.7,31.39,96.9,5.22,31.21,0
2023-10-12,86.84,46.71,68.73,4.65,36.1,1
2024-09-26,3.26,19.97,76.63,3.15,31.51,0
2021-09-14,50.73,52.76,86.04,5.08,33.53,1
2023-12-27,40.3,45.9,94.84,6.69,23.69,1
2022-07-22,60.16,36.6,91.37,3.22,31.72,1
2021-08-04,75.94,30.81,74.51,8.15,27.65,1
2025-03-02,14.08,23.2,79.34,3.0,25.65,0
2024-02-10,33.26,24.13,70.54,5.16,30.0,0
2020-11-27,73.54,28.58,94.44,9.58,26.91,1
2024-06-24,26.69,45.79,71.75,9.07,29.64,1
2024-05-24,75.48,30.35,86.46,7.83,25.99,1
2020-09-16,32.79,23.49,85.47,8.01,20.09,1
2022-04-21,58.29,45.89,82.25,8.7,20.89,1
2020-02-23,31.92,20.15,87.43,1.82,27.68,0
2022-12-05,36.01,27.23,86.63,6.49,23.7,0
2025-07-25,23.77,26.97,73.98,4.82,32.82,0
2022-10-08,13.64,39.52,97.54,8.01,34.35,1
2021-09-24,53.19,32.73,88.72,2.08,24.67,0
2024-04-13,79.93,28.37,94.36,5.47,18.15,1
2021-09-14,50.73,52.76,86.04,5.08,33.53,1
2020-05-12,20.69,44.82,77.72,4.31,25.41,0
2020-09-16,32.79,23.49,85.47,8.01,20.09,1
2025-03-14,99.88,45.01,72.0,4.82,15.01,1
2025-08-09,65.0,41.56,90.43,5.96,23.85,1
2023-11-12,47.34,52.31,80.11,6.27,24.65,0
2025-04-10,67.88,14.93,72.18,10.24,23.43,1
2021-01-05,20.3,36.71,78.81,7.63,20.85,0
2024-09-27,60.2,26.69,89.62,3.08,25.99,1
2020-02-15,69.19,24.16,86.8,0.0,18.75,1
2025-02-24,99.83,31.82,81.84,9.06,32.12,1
2022-05-21,42.96,33.11,70.14,1.12,30.85,0
2024-09-19,19.91,26.42,80.41,4.19,27.23,0
2021-10-23,19.22,47.31,73.04,8.62,27.05,1
2021-08-04,75.94,30.81,74.51,8.15,27.65,1
2022-11-04,47.36,40.88,86.64,7.53,38.81,0
2023-03-15,11.28,22.55,95.77,8.52,30.81,1
2022-03-28,14.39,46.75,89.65,2.94,27.82,1
2022-10-08,13.64,39.52,97.54,8.01,34.35,1
2026-04-22,10.57,22.49,71.9,2.98,26.61,0
2026-09-25,55.8,50.91,86.95,6.89,34.24,1
2024-06-03,80.6,36.83,76.85,8.3,19.46,1
2021-01-13,29.04,25.03,71.24,5.85,31.58,0
2026-10-13,33.47,37.77,84.91,5.03,25.55,0
2020-12-26,10.32,32.27,79.39,4.72,25.01,0
2020-08-20,61.45,17.3,94.84,2.39,16.73,1
2025-08-18,4.8,45.94,88.76,5.21,24.94,1
2022-01-18,8.13,15.3,85.4,4.4,22.37,0
2026-05-25,81.46,29.88,86.11,5.28,19.61,1
2023-12-29,65.12,22.03,79.17,8.63,29.2,1
2026-04-01,72.74,34.42,94.24,3.84,26.32,1
2022-11-19,15.19,40.23,86.38,9.91,25.76,1
2021-08-04,75.94,30.81,74.51,8.15,27.65,1
2020-01-11,10.07,27.81,52.14,1.62,36.42,0
2024-11-05,28.76,26.53,87.56,3.97,34.7,0
2026-02-04,70.49,10.58,77.19,4.21,35.57,0
2020-09-24,85.61,17.36,70.81,8.2,32.21,1
2025-04-18,25.89,28.32,77.57,3.36,29.44,0
2022-04-12,12.67,29.54,95.54,4.43,35.88,0
2022-11-19,15.19,40.23,86.38,9.91,25.76,1
2022-06-24,71.51,26.55,88.6,5.33,26.17,1
2024-12-30,73.54,37.34,54.98,8.21,22.78,1
2023-09-20,76.49,22.63,91.3,3.85,25.17,1
2020-04-09,43.55,22.67,81.25,9.67,30.84,0
2021-10-26,62.53,35.56,89.93,7.41,24.67,1
2020-05-15,16.93,25.29,61.61,4.79,27.86,0
2022-07-22,60.16,36.6,91.37,3.22,31.72,1
2026-05-25,81.46,29.88,86.11,5.28,19.61,1
2025-06-03,83.67,17.77,78.05,8.04,21.86,1
2026-01-13,42.55,31.47,75.69,6.72,20.69,0
2022-09-17,60.09,17.6,96.21,2.08,24.79,1
2022-10-08,13.64,39.52,97.54,8.01,34.35,1
2026-06-21,54.84,60.0,90.14,9.16,32.64,1
2022-11-19,15.19,40.23,86.38,9.91,25.76,1
2020-09-03,76.73,6.8,89.36,4.93,27.05,1
2020-02-10,44.27,44.52,91.06,9.2,29.37,1
2021-07-06,78.61,20.06,86.89,9.27,27.78,1
2026-07-14,9.41,40.69,62.76,1.98,25.54,0
2025-06-27,6.72,45.4,79.89,2.87,33.27,0
2024-06-23,8.71,14.67,91.64,8.89,16.81,1
2022-05-06,9.95,38.42,76.42,3.53,28.43,0
2021-10-23,19.22,47.31,73.04,8.62,27.05,1
2025-07-29,28.62,29.78,79.56,6.71,27.02,0
2024-05-15,14.17,45.3,85.22,6.41,24.69,1
2026-08-27,45.25,56.67,85.45,3.24,29.1,1
2024-05-23,204.15,48.69,90.15,8.81,28.71,1
2025-05-21,27.46,33.81,76.02,4.43,30.4,0
2024-10-10,0.39,29.08,67.12,2.57,27.3,0
2021-06-24,13.85,29.79,86.77,4.71,19.29,0
2023-10-26,136.63,36.44,69.02,10.12,21.46,1
2025-05-13,31.57,15.93,68.86,2.43,32.75,0
2024-01-14,67.47,20.58,93.95,7.57,30.15,1
2026-06-23,17.14,34.5,74.69,3.79,28.26,0
2023-08-31,15.84,23.43,80.69,4.67,25.86,0
2026-09-30,33.99,39.46,70.67,3.87,23.6,0
2022-09-29,26.63,42.92,70.85,7.61,29.88,0
2026-07-05,14.68,32.88,93.05,9.45,31.17,1
2023-12-27,40.3,45.9,94.84,6.69,23.69,1
2022-02-18,94.37,21.48,92.23,6.66,24.04,1
2023-03-25,43.48,32.99,59.41,3.08,27.06,0
2022-08-29,24.63,45.99,95.78,4.76,21.23,1
2026-08-13,28.57,12.06,89.34,8.61,25.21,1
2026-05-09,27.2,55.3,81.09,0.0,32.61,0
2021-03-11,27.44,33.09,63.48,4.08,26.5,0
2022-08-30,19.58,37.03,74.67,7.47,27.57,0
2023-11-20,91.17,41.66,97.1,7.41,21.16,1
2021-05-14,24.36,25.6,70.97,3.98,34.06,0
2025-11-12,9.2,32.41,64.01,0.96,21.3,0
2025-06-11,101.4,46.92,57.99,5.41,30.08,1
2024-11-14,16.16,38.57,74.7,2.06,22.99,0
2021-10-04,71.85,33.1,82.5,8.98,25.64,1
2020-09-16,32.79,23.49,85.47,8.01,20.09,1
2022-03-28,14.39,46.75,89.65,2.94,27.82,1
2024-03-27,35.48,22.29,79.06,5.1,26.39,0
2022-07-18,28.96,27.22,96.59,9.84,31.22,1
2023-06-16,3.95,13.74,74.12,3.56,36.44,0
2024-02-09,60.57,10.34,85.1,5.94,35.39,1
2023-05-20,91.69,15.95,74.14,9.04,26.54,1
2024-10-21,43.24,40.19,63.35,4.17,26.66,0
2024-02-23,85.52,52.02,68.16,5.26,22.64,1
2025-09-08,89.06,12.98,71.57,3.63,37.16,0
2022-10-04,29.36,55.01,94.85,2.16,31.54,1
2026-03-14,15.23,38.9,59.33,7.46,23.37,0
2021-07-06,78.61,20.06,86.89,9.27,27.78,1
2022-05-13,17.02,31.62,85.6,6.77,25.42,0
2025-10-05,6.6,26.07,77.44,8.98,34.63,0
2020-09-16,32.79,23.49,85.47,8.01,20.09,1
2026-09-17,35.51,10.48,85.44,9.18,30.9,1
2023-08-02,11.74,44.44,61.47,2.86,24.71,0
2024-12-24,66.88,42.73,76.21,8.03,33.65,1
2020-03-15,63.19,46.35,76.03,5.64,25.67,1
2022-11-12,17.86,20.2,54.28,2.13,27.59,0
2026-04-24,31.43,31.09,83.72,1.42,21.86,0
2021-10-23,19.22,47.31,73.04,8.62,27.05,1
2023-01-07,33.74,22.6,72.27,7.1,27.04,0
2025-06-15,32.09,26.52,76.89,7.27,25.6,0
2022-09-17,60.09,17.6,96.21,2.08,24.79,1
2025-02-10,64.94,38.09,95.46,3.92,29.22,1
2025-01-26,70.18,50.58,53.44,6.36,20.47,1
2024-06-23,8.71,14.67,91.64,8.89,16.81,1
2021-04-07,64.79,9.01,72.36,8.16,29.88,1
2021-10-08,71.08,35.5,66.61,4.1,18.3,0
2023-10-13,12.9,20.99,74.59,2.86,29.97,0
2025-05-19,24.38,36.64,56.87,7.08,20.36,0
2026-10-07,8.27,33.99,91.65,2.27,31.17,0
2024-02-15,69.14,15.73,87.66,3.63,28.47,1
2026-02-26,5.48,38.72,70.75,1.25,30.9,0
2023-01-27,12.95,28.24,79.67,3.82,31.64,0
2025-02-08,33.58,23.35,64.24,0.0,26.76,0
2026-06-21,54.84,60.0,90.14,9.16,32.64,1
2020-05-17,13.55,28.42,73.84,6.82,30.97,0
2026-07-05,14.68,32.88,93.05,9.45,31.17,1
2023-12-25,8.81,49.91,94.13,3.36,34.98,1
2020-03-22,68.63,21.61,78.54,6.37,24.65,0
2026-05-22,3.81,48.46,89.14,2.05,28.99,1
2026-02-18,65.35,46.51,92.87,5.32,28.26,1
2025-11-30,38.15,12.45,74.11,4.15,17.27,0
2026-02-08,36.41,50.64,100.0,5.56,32.18,1
2022-01-31,37.02,39.1,86.28,3.24,31.95,0
2023-10-08,31.36,21.06,88.52,4.46,22.79,0
2022-07-18,28.96,27.22,96.59,9.84,31.22,1
2025-05-06,23.05,36.93,71.93,4.49,34.0,0
2026-09-08,1.91,19.34,79.12,4.56,32.75,0
2024-12-15,46.25,31.39,89.2,11.68,26.1,1
2022-07-06,45.42,27.78,65.59,5.3,31.03,0
2021-05-18,112.8,42.54,81.17,8.15,22.39,1
2023-12-09,21.27,38.51,81.04,5.7,30.34,0
2025-05-10,31.97,37.03,72.75,3.45,29.34,0
2021-05-06,68.54,33.98,81.7,8.96,25.84,1
2021-12-03,10.05,48.08,90.43,6.11,18.96,1
2021-12-03,10.05,48.08,90.43,6.11,18.96,1
2023-10-14,15.8,35.06,73.54,4.17,23.87,0
2025-03-28,82.68,28.72,93.42,4.23,21.44,1
2025-08-15,155.07,32.45,91.06,8.02,33.28,1
2023-12-02,117.84,50.54,90.9,6.62,24.79,1
2021-12-03,10.05,48.08,90.43,6.11,18.96,1
2025-04-10,67.88,14.93,72.18,10.24,23.43,1
2021-01-26,8.89,42.93,72.52,4.37,26.93,0
2025-07-05,18.99,32.8,77.17,3.1,23.21,0
2020-12-13,11.06,19.86,94.72,4.18,28.03,0
2020-09-16,32.79,23.49,85.47,8.01,20.09,1
2022-07-18,28.96,27.22,96.59,9.84,31.22,1
2026-10-30,32.37,24.43,84.54,5.74,28.79,0
2024-08-14,29.6,13.59,80.67,6.82,16.16,0
2025-08-18,4.8,45.94,88.76,5.21,24.94,1
2023-03-23,10.27,9.14,70.53,2.79,21.14,0
2021-05-07,78.4,29.42,84.85,8.66,26.06,1
2022-02-18,94.37,21.48,92.23,6.66,24.04,1
2024-10-31,79.8,34.36,72.24,9.26,27.06,1
2024-02-15,69.14,15.73,87.66,3.63,28.47,1
2025-08-10,22.38,23.92,71.64,3.37,25.27,0
2025-02-10,64.94,38.09,95.46,3.92,29.22,1
2025-10-02,19.21,34.4,84.94,8.0,17.62,0
2026-09-25,55.8,50.91,86.95,6.89,34.24,1
2021-05-07,78.4,29.42,84.85,8.66,26.06,1
2021-05-06,68.54,33.98,81.7,8.96,25.84,1
2026-01-11,83.81,46.81,74.47,3.62,28.66,1
2023-11-07,35.34,46.73,72.12,5.2,20.78,0
2020-11-30,5.91,23.13,85.6,5.18,30.46,0
2024-08-30,71.79,26.36,73.69,4.26,25.95,0
2026-09-17,35.51,10.48,85.44,9.18,30.9,1
2022-10-08,13.64,39.52,97.54,8.01,34.35,1
2025-12-08,20.25,39.97,90.37,3.15,28.18,0
2024-01-14,67.47,20.58,93.95,7.57,30.15,1
2026-05-26,34.04,40.31,59.99,2.42,33.13,0
2024-10-25,36.37,36.99,72.01,2.0,24.44,0
2025-08-08,51.82,31.59,95.55,3.85,38.02,0
2020-09-30,16.07,29.43,69.85,5.33,27.21,0
2021-10-23,19.22,47.31,73.04,8.62,27.05,1
2025-11-16,5.52,39.36,86.05,0.0,19.92,0
2021-12-26,7.07,15.17,67.75,2.6,28.92,0
2022-08-07,45.95,29.8,82.23,7.22,21.11,0
2023-05-20,91.69,15.95,74.14,9.04,26.54,1
2026-08-28,37.01,30.97,72.99,6.87,23.87,0
2025-11-03,22.18,23.7,73.98,3.26,25.88,0
2020-02-19,32.57,48.21,95.6,6.16,29.38,1
2026-06-17,2.73,48.06,92.46,3.35,25.02,1
2024-02-09,60.57,10.34,85.1,5.94,35.39,1
2020-05-24,22.84,34.8,73.32,2.4,17.25,0
2025-07-14,12.18,35.82,83.97,2.35,22.89,0
2025-04-12,19.19,18.18,63.37,8.22,20.37,0
2024-07-14,26.85,29.39,83.72,3.6,30.81,0
2020-11-29,1.98,21.74,81.64,4.98,32.79,0
2021-11-17,13.84,33.6,87.99,0.45,28.45,0
2026-02-27,22.3,33.24,78.98,4.31,22.06,0
2023-10-26,136.63,36.44,69.02,10.12,21.46,1
2021-08-08,36.55,15.96,71.08,4.91,34.87,0
2026-04-21,16.75,34.42,89.11,3.23,29.22,0
2020-04-28,29.38,16.07,80.9,5.59,32.63,0
2021-07-10,3.36,39.56,81.63,5.27,24.42,0
2020-08-19,16.97,37.22,99.52,3.24,31.14,0
2022-01-30,20.9,23.95,74.42,3.24,22.6,0
2020-09-24,85.61,17.36,70.81,8.2,32.21,1
2020-03-15,63.19,46.35,76.03,5.64,25.67,1
2023-04-15,58.94,31.36,72.53,0.6,23.6,0
2024-02-13,51.19,35.02,79.8,1.69,35.27,0
2020-12-17,66.6,39.68,78.97,8.76,30.2,1
2024-06-03,80.6,36.83,76.85,8.3,19.46,1
2026-05-25,81.46,29.88,86.11,5.28,19.61,1
2026-05-27,5.25,40.95,71.77,3.97,24.8,0
2024-03-14,39.28,26.35,84.28,1.21,17.59,0
2024-12-24,66.88,42.73,76.21,8.03,33.65,1
2024-01-25,10.11,40.94,79.8,2.65,29.44,0
2024-09-27,60.2,26.69,89.62,3.08,25.99,1
2022-06-09,12.36,24.3,68.11,5.96,23.53,0
2020-07-19,16.94,45.93,76.61,3.41,32.41,0
2024-03-20,21.22,38.67,79.46,7.37,24.45,0
2022-03-28,14.39,46.75,89.65,2.94,27.82,1
2022-09-25,17.57,41.19,63.58,3.23,31.59,0
2025-10-29,22.21,17.31,78.13,7.38,37.15,0
2022-07-31,67.55,45.15,90.97,6.4,25.38,1
2024-09-09,34.04,20.61,90.2,6.96,22.19,0
2026-02-08,36.41,50.64,100.0,5.56,32.18,1
2020-05-03,8.76,36.27,82.41,5.53,26.47,0
2021-11-09,34.54,41.6,90.76,7.72,24.03,0
2025-05-26,29.7,42.27,82.65,5.7,26.14,0
2020-01-04,20.73,39.45,69.68,6.88,21.61,0
2020-03-19,5.39,26.55,55.65,0.0,27.16,0
2025-01-21,41.32,40.98,71.67,1.46,25.75,0
2021-05-02,63.83,24.88,79.69,5.36,26.11,0
2025-06-03,83.67,17.77,78.05,8.04,21.86,1
2020-01-06,43.0,21.22,65.18,3.67,26.53,0
2023-07-31,52.83,25.8,78.88,4.59,33.01,0
2022-08-25,10.91,17.24,97.1,3.7,25.01,0
2020-04-11,33.88,34.25,88.1,8.76,24.53,1
2020-08-24,25.92,20.06,73.53,4.82,19.82,0
2023-01-25,47.91,44.48,77.64,4.23,23.91,0
2021-11-27,6.75,59.36,91.37,6.68,31.27,1
2020-09-08,20.14,5.0,82.7,5.14,21.47,0
2020-02-10,44.27,44.52,91.06,9.2,29.37,1
2022-03-07,20.45,31.98,84.63,4.77,24.76,0
2023-05-04,5.07,32.02,71.0,2.22,27.03,0
2022-11-19,15.19,40.23,86.38,9.91,25.76,1
2022-04-24,68.33,19.04,100.0,6.03,27.45,1
2024-09-10,51.09,43.33,76.31,4.31,23.06,0
2022-11-19,15.19,40.23,86.38,9.91,25.76,1
2024-05-15,14.17,45.3,85.22,6.41,24.69,1
2020-09-24,85.61,17.36,70.81,8.2,32.21,1
2022-03-28,14.39,46.75,89.65,2.94,27.82,1
2020-09-10,71.66,32.92,88.68,7.58,23.85,1
2026-01-11,83.81,46.81,74.47,3.62,28.66,1
2023-02-01,61.69,21.94,71.14,8.14,30.38,1
2024-05-25,24.13,21.98,63.88,4.84,16.26,0
2024-08-15,54.83,30.12,81.44,7.31,31.36,0
2026-05-31,65.02,34.09,59.94,8.65,22.74,1
2026-09-15,3.12,40.02,90.91,1.24,22.64,0
2025-03-14,99.88,45.01,72.0,4.82,15.01,1
2025-03-24,89.55,27.19,97.41,8.34,21.84,1
2023-10-06,52.07,28.48,81.25,2.01,26.44,0
2023-10-12,86.84,46.71,68.73,4.65,36.1,1
2026-10-28,21.71,50.49,85.3,3.24,29.98,1
2025-09-27,28.67,23.45,81.06,8.93,38.0,0
2026-02-18,65.35,46.51,92.87,5.32,28.26,1
2026-10-26,15.24,42.9,72.99,5.58,34.29,0
2025-09-13,10.47,36.82,93.48,5.54,23.8,0
2023-03-15,11.28,22.55,95.77,8.52,30.81,1
2025-01-28,18.96,24.85,84.81,1.52,31.35,0
2024-06-23,8.71,14.67,91.64,8.89,16.81,1
2023-09-29,29.93,40.07,83.96,5.14,26.11,0
2025-08-09,65.0,41.56,90.43,5.96,23.85,1
2024-06-10,45.89,48.92,64.11,4.77,28.74,0
2024-12-15,46.25,31.39,89.2,11.68,26.1,1
2021-12-03,10.05,48.08,90.43,6.11,18.96,1
2021-04-07,64.79,9.01,72.36,8.16,29.88,1
2023-02-01,61.69,21.94,71.14,8.14,30.38,1
2024-09-27,60.2,26.69,89.62,3.08,25.99,1
2025-11-24,62.86,37.15,72.84,9.16,25.5,1
2022-07-22,60.16,36.6,91.37,3.22,31.72,1
2025-01-11,28.99,47.87,87.72,5.88,34.86,1
2021-10-15,25.3,25.54,66.94,4.95,28.15,0
2020-04-06,81.33,33.56,88.42,3.17,30.46,1
2024-04-19,74.65,32.33,64.31,6.62,32.97,0
2020-04-26,11.93,36.37,78.1,3.8,25.94,0
2026-07-26,5.17,30.21,65.22,8.98,25.67,0
2026-03-22,12.77,20.51,79.21,4.25,28.4,0
2023-05-13,35.31,35.7,86.22,4.42,36.39,0
2020-11-27,73.54,28.58,94.44,9.58,26.91,1
2020-08-28,36.34,40.29,76.83,6.13,22.66,0
2020-03-10,109.47,42.91,74.36,6.11,22.25,0
2023-12-29,65.12,22.03,79.17,8.63,29.2,1
2024-08-13,15.28,21.06,86.08,5.32,26.04,0
2025-12-20,36.92,44.62,77.47,6.99,22.92,0
2026-03-20,61.55,27.18,76.3,8.69,34.89,1
2020-09-16,32.79,23.49,85.47,8.01,20.09,1
2026-04-26,30.79,18.23,73.13,4.65,32.66,0
2021-07-15,10.56,22.86,76.7,7.22,30.26,0
2020-09-13,23.94,57.55,87.5,1.38,26.7,1
2020-05-11,12.82,21.98,70.97,4.53,28.53,0
2023-10-12,86.84,46.71,68.73,4.65,36.1,1
2026-02-23,14.64,18.32,85.33,5.23,17.17,0
2023-08-08,27.88,8.76,61.7,5.74,26.43,0
2023-09-19,44.65,46.72,60.42,7.06,27.9,0
2025-09-14,59.69,39.63,80.4,10.4,24.16,0
2020-02-19,32.57,48.21,95.6,6.16,29.38,1
2026-09-26,80.64,29.78,70.2,10.7,21.11,1
2025-12-23,12.07,44.29,65.76,4.33,36.25,0
2021-05-22,38.27,53.94,64.24,3.77,19.38,0
2024-10-06,13.65,39.67,75.52,6.46,23.04,0
2020-09-10,71.66,32.92,88.68,7.58,23.85,1
2023-06-30,15.12,41.77,83.31,6.16,18.31,0
2020-09-13,23.94,57.55,87.5,1.38,26.7,1
2026-02-18,65.35,46.51,92.87,5.32,28.26,1
2024-03-02,68.79,43.77,61.71,8.26,30.23,1
2026-01-08,72.13,27.77,68.73,8.15,25.03,1
